retrieval,study_ref,microbe,bacteria.code,exposed.R,syndrome,first author(s),study year,study period,study type,country,n_exposed,n_nonexposed,los,review_marker,cost_year,cost_currency,measure,se.measure,avexp,lowexp,highexp,otherexp,avnon,lownon,highnon,othernon,p,minexp,maxexp,minnon,maxnon,pvalue_flag,notes,both_los_cost,unique_id_4both,FLAG_COMPLETE,FLAG_MONEY,FLAG_EXPOSED<NON
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Enterococcus faecium,efa,vancomycin,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,561,709,0,AMR,2008,USD,excess,95ci,16900,4600,29300,,,,,,,,,,,,"healthcare associated infections, censored models",1,51,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Staphylococcus aureus,sau,oxacillin,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,240,295,1,AMR,,,excess,95ci,0.07,-2.77,2.91,,,,,,,,,,,,"community associated infections, censored models",1,61,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Staphylococcus aureus,sau,oxacillin,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,240,295,0,AMR,2008,USD,excess,95ci,7700,-17400,32800,,,,,,,,,,,,"community associated infections, censored models",1,61,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Klebsiella pneumoniae,kpn,carbapenems,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,137,583,1,AMR,,,excess,95ci,2.34,-0.55,5.22,,,,,,,,,,,,"community associated infections, censored models",1,62,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Klebsiella pneumoniae,kpn,carbapenems,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,137,583,0,AMR,2008,USD,excess,95ci,11.8,-10.5,34.2,,,,,,,,,,,,"community associated infections, censored models",1,62,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Enterococcus faecium,efa,vancomycin,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,92,429,1,AMR,,,excess,95ci,8.86,5.72,11.99,,,,,,,,,,,,"community associated infections, censored models",1,63,FALSE,FALSE,FALSE
wozniak_26,"Neidell MJ, Cohen B, Furuya Y, Hill J, Jeon CY, Glied S, et al. Costs of
healthcare- and community-associated infections with antimicrobialresistant
versus antimicrobial-susceptible organisms. Clin Infect Dis. 2012;
55(6):807–15.",Enterococcus faecium,efa,vancomycin,INF,Neidell,2012,2006-2008,Retrospective cohort study,USA,92,429,0,AMR,2008,USD,excess,95ci,80.8,54.9,106.7,,,,,,,,,,,,"community associated infections, censored models",1,63,FALSE,FALSE,FALSE
zhen_50,"Nelson RE, Samore MH, Jones M, Greene T, Stevens VW, Liu CF, et al.
Reducing time-dependent bias in estimates of the attributable cost of
health care-associated methicillin-resistant Staphylococcus aureus infections:
a comparison of three estimation strategies. Med Care. 2015;53:827–34.",Staphylococcus aureus,sau,methicillin,INF,Nelson,2015,10/2007-12/2012,Retrospective cohort study,USA,3982,382812,0,DRI,2010,USD,excess,95ci,31570,30074,33067,,,,,,,,,,,,conventional methods,1,75,FALSE,FALSE,FALSE
zhen_50,"Nelson RE, Samore MH, Jones M, Greene T, Stevens VW, Liu CF, et al.
Reducing time-dependent bias in estimates of the attributable cost of
health care-associated methicillin-resistant Staphylococcus aureus infections:
a comparison of three estimation strategies. Med Care. 2015;53:827–34.",Staphylococcus aureus,sau,methicillin,INF,Nelson,2015,10/2007-12/2012,Retrospective cohort study,USA,3982,382812,1,DRI,,,excess,95ci,17.64,17.58,17.71,,,,,,,,,,,,,1,75,FALSE,FALSE,FALSE
zhen_50,"Nelson RE, Samore MH, Jones M, Greene T, Stevens VW, Liu CF, et al.
Reducing time-dependent bias in estimates of the attributable cost of
health care-associated methicillin-resistant Staphylococcus aureus infections:
a comparison of three estimation strategies. Med Care. 2015;53:827–34.",Staphylococcus aureus,sau,methicillin,INF,Nelson,2015,10/2007-12/2012,Retrospective cohort study,USA,92,121428,0,DRI,2010,USD,excess,95ci,24015,10882,37149,,,,,,,,,,,,post-infection methods,1,76,FALSE,FALSE,FALSE
zhen_50,"Nelson RE, Samore MH, Jones M, Greene T, Stevens VW, Liu CF, et al.
Reducing time-dependent bias in estimates of the attributable cost of
health care-associated methicillin-resistant Staphylococcus aureus infections:
a comparison of three estimation strategies. Med Care. 2015;53:827–34.",Staphylococcus aureus,sau,methicillin,INF,Nelson,2015,10/2007-12/2012,Retrospective cohort study,USA,92,121428,1,DRI,,,excess,95ci,11.43,10.44,12.43,,,,,,,,,,,,,1,76,FALSE,FALSE,FALSE
zhen_50,"Nelson RE, Samore MH, Jones M, Greene T, Stevens VW, Liu CF, et al.
Reducing time-dependent bias in estimates of the attributable cost of
health care-associated methicillin-resistant Staphylococcus aureus infections:
a comparison of three estimation strategies. Med Care. 2015;53:827–34.",Staphylococcus aureus,sau,methicillin,INF,Nelson,2015,10/2007-12/2012,Retrospective cohort study,USA,2917,10457,0,DRI,2010,USD,excess,95ci,26855,22583,31126,,,,,,,,,,,,matched-analysis,1,77,FALSE,FALSE,FALSE
zhen_50,"Nelson RE, Samore MH, Jones M, Greene T, Stevens VW, Liu CF, et al.
Reducing time-dependent bias in estimates of the attributable cost of
health care-associated methicillin-resistant Staphylococcus aureus infections:
a comparison of three estimation strategies. Med Care. 2015;53:827–34.",Staphylococcus aureus,sau,methicillin,INF,Nelson,2015,10/2007-12/2012,Retrospective cohort study,USA,2917,10457,1,DRI,,,excess,95ci,13.97,10.49,17.44,,,,,,,,,,,,,1,77,FALSE,FALSE,FALSE
naylor_143,"Nouvenne A, Ticinesi A, Lauretani F, Maggio M, Lippi G, Guida L, et al. Comorbidities and disease severity as risk factors for Carbapenem-Resistant klebsiella pneumoniae colonization: Report of an experience in an internal medicine unit. PLoS ONE. 2014;9:1–8. ",Klebsiella pnuemonaie,kpn,carbapenems,COL/INF,Nouvenne,2014,08/2011-05/2012,Case-control,Italy,133,400,1,DRI,,,mean,sd,35,,,24,18,,,12,,,,,,,"p<0.0001, elderly and frail patients",0,0,FALSE,FALSE,FALSE
naylor_146,"Oliveira MC, Oliveira CRA, Gonçalves KV, Santos MS, Tardelli ACS, Nobre VA. Enterobacteriaceae resistant to third generation cephalosporins upon hospital admission: Risk factors and clinical outcomes. Brazilian Journal of Infectious Diseases. 2015;19:239–45. ",Enterobacteriaceae,ent,3g cephalosporins,INF,Oliveira,2015,08/11-07/12,Cohort,Brazil,62,124,1,AMR,,,median,IQR,13,4.75,31,,5,1.25,9.75,,,,,,,,>=18 years old,0,0,FALSE,FALSE,FALSE
naylor_150,"Ostermann H, Blasi, Medina J, Pascual E, McBride K, Garau J. Resource use in patients hospitalized with complicated skin and soft tissue infections in Europe and analysis of vulnerable groups?: the REACH study. J Med Econ. 2014;17:719–29. ",Staphylococcus aureus,sau,methicillin,SSTI,Ostermann,2014,2010-2011,Cohort,Europe,102,274,1,AMR,,,mean,sd,27.7,,,23.9,18.4,,,19.9,,,,,,,">= 18 years old, complicated skin and soft tissue infections",0,0,FALSE,FALSE,FALSE
naylor_151,"Osthoff M, McGuinness SL, Wagen AZ, Eisen DP. Urinary tract infections due to extended-spectrum beta-lactamase-producing Gram-negative bacteria: identification of risk factors and outcome predictors in an Australian tertiary referral hospital. International journal of infectious diseases?: IJID?: official publication of the International Society for Infectious Diseases. International Society for Infectious Diseases; 2015;34:79–83. ",Gram-negative,gn,ESBL,UTI,Osthoff,2015,01/03-12/09,Cohort,Australia,100,100,1,AMR,,,median,IQR,6,2,16,,2,0,9,,0.002,,,,,,>=18 years old,0,0,FALSE,FALSE,FALSE
zhen_37,"Ott E, Bange FC, Reichardt C, Graf K, Eckstein M, Schwab F, et al. Costs of
nosocomial pneumonia caused by methicillin-resistant Staphylococcus
aureus. J Hosp Infect. 2010;76:300–3.",Staphylococcus aureus,sau,methicillin,RTI,Ott,2010,01/2005-12/2007,Cohort,Germany,41,41,0,AMR,2007,EUR,median,IQR,60684,23127,93468,,38732,15365,47814,,0.011,,,,,,Pneumonia,1,18,FALSE,FALSE,FALSE
zhen_37,"Ott E, Bange FC, Reichardt C, Graf K, Eckstein M, Schwab F, et al. Costs of
nosocomial pneumonia caused by methicillin-resistant Staphylococcus
aureus. J Hosp Infect. 2010;76:300–3.",Staphylococcus aureus,sau,methicillin,RTI,Ott,2010,01/2005-12/2007,Cohort,Germany,41,41,1,AMR,,,median,IQR,32,21.5,55.5,,28,15,43.5,,0.021,,,,,,Pneumonia,1,18,FALSE,FALSE,FALSE
zhen_33,"Park SY, Son JS, Oh IH, Choi JM, Lee MS. Clinical impact of methicillinresistant
Staphylococcus aureus bacteremia based on propensity scores.
Infection. 2011;39:141–7.",Staphylococcus aureus,sau,methicillin,BSI,Park,2011,01/2003-12/2008.,Cohort,South Korea,145,121,0,AMR,2008,USD,mean,sd,9369,,,12911,8355.8,,,8959,0.62,,,,,,,1,19,FALSE,FALSE,FALSE
zhen_33,"Park SY, Son JS, Oh IH, Choi JM, Lee MS. Clinical impact of methicillinresistant
Staphylococcus aureus bacteremia based on propensity scores.
Infection. 2011;39:141–7.",Staphylococcus aureus,sau,methicillin,BSI,Park,2011,01/2003-12/2008.,Cohort,South Korea,145,121,1,AMR,,,mean,sd,59.9,,,67.1,34.8,,,33.8,0.01,,,,,,,1,19,FALSE,FALSE,FALSE
naylor_159,"Patel TS, Nagel JL. Clinical outcomes of enterobacteriaceae infections stratified by carbapenem MICs. Journal of Clinical Microbiology. 2015;53:201–5. ",Enterobacteriaceae,ent,carbapenems,INF,Patel,2015,01/2009-08/2013,Cohort,USA,18,18,1,AMR,,,mean,sd,57.6,,,45,34.4,,,25,0.06,,,,,,"adults, MIC <=1 vs MIC of 2 - 8mg mg/liter",0,0,FALSE,FALSE,FALSE
naylor_160,"Pau CKY, Ma FFT, Ip M, You JHS. Characteristics and outcomes of Klebsiella pneumoniae bacteraemia in Hong Kong. Infectious Diseases. 2015;47:283–8. ",Klebsiella pneumoniae,kpn,ESBL,BSI,Pau,2015,06/09-12/11,Cohort,Hong Kong,32,176,0,AMR,2014,USD,mean,sd,16026,,,20643,11602,,,71859,0.38,,,,,,,0,0,FALSE,FALSE,FALSE
zhen_71,"Pelz RK, Lipsett PA, Swoboda SM, Diener-West M, Powe NR, Brower RG, et al. Vancomycin-sensitive and vancomycin-resistant enterococcal infections in the ICU: attributable costs and outcomes. Intensive Care Medicine. 2002; 28:692-7.",Enterococcus,efa,vancomycin,INF,Pelz,2002,3 months 1996,Prospective cohort,US,6,89,0,DRI,1996,USD,excess_median,95ci,33251,20182,46320,,,,,,,,,,,,"ICU, after comparison of non-infected",0,0,FALSE,FALSE,FALSE
zhen_71,"Pelz RK, Lipsett PA, Swoboda SM, Diener-West M, Powe NR, Brower RG, et al. Vancomycin-sensitive and vancomycin-resistant enterococcal infections in the ICU: attributable costs and outcomes. Intensive Care Medicine. 2002; 28:692-7.",Enterococcus,efa,vancomycin,INF,Pelz,2002,3 months 1996,Prospective cohort,US,6,16,1,AMR,,,median,pvalue,57,,,,52,,,,0.8,,,,,,hospital,0,0,FALSE,FALSE,FALSE
zhen_71,"Pelz RK, Lipsett PA, Swoboda SM, Diener-West M, Powe NR, Brower RG, et al. Vancomycin-sensitive and vancomycin-resistant enterococcal infections in the ICU: attributable costs and outcomes. Intensive Care Medicine. 2002; 28:692-7.",Enterococcus,efa,vancomycin,INF,Pelz,2002,3 months 1996,Prospective cohort,US,6,16,0,AMR,1996,USD,median,95ci,33251,20182,46320,,21914,11779,32048,,,,,,,,ICU,1,97,FALSE,FALSE,FALSE
zhen_71,"Pelz RK, Lipsett PA, Swoboda SM, Diener-West M, Powe NR, Brower RG, et al. Vancomycin-sensitive and vancomycin-resistant enterococcal infections in the ICU: attributable costs and outcomes. Intensive Care Medicine. 2002; 28:692-7.",Enterococcus,efa,vancomycin,INF,Pelz,2002,3 months 1996,Prospective cohort,US,6,16,1,AMR,,,median,pvalue,14,,,,17.5,,,,0.63,,,,,,ICU,1,97,FALSE,FALSE,TRUE
zhen_71,"Pelz RK, Lipsett PA, Swoboda SM, Diener-West M, Powe NR, Brower RG, et al. Vancomycin-sensitive and vancomycin-resistant enterococcal infections in the ICU: attributable costs and outcomes. Intensive Care Medicine. 2002; 28:692-7.",Enterococcus,efa,vancomycin,INF,Pelz,2002,3 months 1996,Prospective cohort,USA,6,83,0,DRI,1996,USD,median,pvalue,33224,,,,18863,,,,0.03,,,,,,"ICU, gives count breakdown of source",0,0,FALSE,FALSE,FALSE
cassini_117,"Pereira MR, Scully BF, Pouch SM, et al. Risk factors and outcomes of carbapenem-resistant Klebsiella pneumoniae infections in liver transplant recipients. Liver transplantation : official publication of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society. Dec 2015;21(12):1511-1519.",Klebsiella pneumoniae,kpn,carbapenems,INF,Pereira,2015,01/10-01/13,Retrospective cohort study,USA,20,248,1,DRI,,,median,range,40,23,82,,12,9,21,,,,,,,,"patients are liver transplant recipients, p<0.0001",0,0,FALSE,FALSE,FALSE
cassini_318,"Peset V, Tallon P, Sola C, et al. Epidemiological, microbiological, clinical, and prognostic factors of bacteremia caused by high-level vancomycin-resistant Enterococcus species. European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology. Oct 2000;19(10):742-749.",Enterococcus faecium,efa,vancomycin,BSI,"Peset",2000,"1994-1996","Prospective case-control",Spain,17,169,1,AMR,,,mean,sd,74.75,,,46.27,47.26,,,37.59,,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_109,"Pouch SM, Kubin CJ, Satlin MJ, et al. Epidemiology and outcomes of carbapenem-resistant Klebsiella pneumoniae bacteriuria in kidney transplant recipients. Transplant Infectious Disease. 2015;17(6):800-809.",Klebsiella pneumoniae,kpn,carbapenems,UTI,Pouch,2015,01/07-12/10,Case-control,USA,20,252,1,AMR,,,median,IQR,17,9,43,,7,5,10,,,,,,,,patients are kidney transplant recipients,0,0,FALSE,FALSE,FALSE
zhen_69,"Puchter L, Chaberny IF, Schwab F, Vonberg RP, Bange FC, Ebadi E.
Economic burden of nosocomial infections caused by vancomycin-resistant
enterococci. Antimicrob Resist Infect Control. 2018;7:1.",Enterococcus,efa,vancomycin,INF,Putcher,2018,01/2005-12/2008,Cohort,Germany,42,42,0,AMR,2008,EUR,excess_median,IQR,13157,-16420,74593,,,,,,0.036,,,,,,"after infection, ""we only considered patients with
surgical site infection (SSI), blood stream infection (BSI),
intraabdominal infections and infections of organs
within visceral cavity due to VRE.""",1,33,FALSE,FALSE,FALSE
zhen_69,"Puchter L, Chaberny IF, Schwab F, Vonberg RP, Bange FC, Ebadi E.
Economic burden of nosocomial infections caused by vancomycin-resistant
enterococci. Antimicrob Resist Infect Control. 2018;7:1.",Enterococcus,efa,vancomycin,INF,Putcher,2018,01/2005-12/2008,Cohort,Germany,42,42,1,AMR,,,median,IQR,33,13,63,,27,14,35,,0.122,,,,,,"after infection, ""we only considered patients with
surgical site infection (SSI), blood stream infection (BSI),
intraabdominal infections and infections of organs
within visceral cavity due to VRE.""",1,33,FALSE,FALSE,FALSE
cassini_298,"Reechaipichitkul W, Assawasanti K, Chaimanee P. Risk factors and clinical outcomes of penicillin resistant S. pneumoniae community-acquired pneumonia in Khon Kaen, Thailand. The Southeast Asian journal of tropical medicine and public health. Mar 2006;37(2):320-326.",Streptococcus pneumoniae,spn,penicillins,RTI,Reechaipichitkul,2006,01/95-12/04,Cross-sectional study,Thailand,22,42,1,AMR,,,mean,sd,12.2,,,9,15.5,,,17.8,0.43,,,,,,,0,0,FALSE,FALSE,TRUE
zhen_42,"Reed SD, Friedman JY, Engemann JJ, Griffiths RI, Anstrom KJ, Kaye KS, et al.
Costs and outcomes among hemodialysis-dependent patients with
methicillin-resistant or methicillin-susceptible Staphylococcus aureus
bacteremia. Infect Control Hosp Epidemiol. 2005;26:175–83.",Staphylococcus aureus,sau,methicillin,BSI,Reed,2005,07/1996 and 08/2001,Cohort,USA,54,89,0,AMR,2001,USD,mean,sd,28297,,,23619,16066,,,16337,0.0001,,,,,,Hemodialysis patients,1,20,FALSE,FALSE,FALSE
zhen_42,"Reed SD, Friedman JY, Engemann JJ, Griffiths RI, Anstrom KJ, Kaye KS, et al.
Costs and outcomes among hemodialysis-dependent patients with
methicillin-resistant or methicillin-susceptible Staphylococcus aureus
bacteremia. Infect Control Hosp Epidemiol. 2005;26:175–83.",Staphylococcus aureus,sau,methicillin,BSI,Reed,2005,07/1996 and 08/2001,Cohort,USA,54,89,1,AMR,,,mean,sd,16.6,,,12.7,9.3,,,8.5,0.0001,,,,,,Hemodialysis patients,1,20,FALSE,FALSE,FALSE
zhen_49,"Resch A, Wilke M, Fink C. The cost of resistance: incremental cost of methicillin-resistant Staphylococcus aureus (MRSA) in German hospitals. The European Journal of Health Economics. 2009 Jul 1;10(3):287-97.",Staphylococcus aureus,sau,methicillin,COL/INF,Resch,2009,2004,Retrospective matched cohort,Germany,1026,1026,1,AMR,,,excess,sd,11,,,25,,,,,,,,,,,matching pairs 1,1,58,FALSE,FALSE,FALSE
zhen_49,"Resch A, Wilke M, Fink C. The cost of resistance: incremental cost of methicillin-resistant Staphylococcus aureus (MRSA) in German hospitals. The European Journal of Health Economics. 2009 Jul 1;10(3):287-97.",Staphylococcus aureus,sau,methicillin,COL/INF,Resch,2009,2004,Retrospective matched cohort,Germany,1026,1026,0,AMR,2008,EUR,excess,sd,8198,,,19403,,,,,,,,,,,matching pairs 1,1,58,FALSE,FALSE,FALSE
zhen_49,"Resch A, Wilke M, Fink C. The cost of resistance: incremental cost of methicillin-resistant Staphylococcus aureus (MRSA) in German hospitals. The European Journal of Health Economics. 2009 Jul 1;10(3):287-97.",Staphylococcus aureus,sau,methicillin,COL/INF,Resch,2009,2004,Retrospective matched cohort,Germany,549,549,1,AMR,,,excess,sd,11,,,23,,,,,,,,,,,matching pairs 2,1,59,FALSE,FALSE,FALSE
zhen_49,"Resch A, Wilke M, Fink C. The cost of resistance: incremental cost of methicillin-resistant Staphylococcus aureus (MRSA) in German hospitals. The European Journal of Health Economics. 2009 Jul 1;10(3):287-97.",Staphylococcus aureus,sau,methicillin,COL/INF,Resch,2009,2004,Retrospective matched cohort,Germany,549,549,0,AMR,2008,EUR,excess,sd,7257,,,17572,,,,,,,,,,,matching pairs 2,1,59,FALSE,FALSE,FALSE
cassini_172,"Romero-Vivas J, Rubio M, Fernandez C, Picazo JJ. Mortality associated with nosocomial bacteremia due to methicillin-resistant Staphylococcus aureus. Clinical infectious diseases : an official publication of the Infectious Diseases Society of America. Dec 1995;21(6):1417-1423.",Staphylococcus aureus,sau,methicillin,BSI,Romero-Vivas,1995,01/90-11/93,Prospective cohort,Spain,84,100,1,AMR,,,mean,sd,39.53,,,32.93,63.5,,,99.8,0.02,,,,,,,0,0,FALSE,FALSE,TRUE
cassini_9,"Routsi C, Pratikaki M, Platsouka E, et al. Carbapenem-resistant versus carbapenem-susceptible Acinetobacter baumannii bacteremia in a Greek intensive care unit: risk factors, clinical features and outcomes. Infection. Jun 2010;38(3):173-180.",Acinetobacter baumannii,aba,carbapenems,BSI,Routsi,2010,09/04-01/06,Prospective observational,Greece,30,66,1,AMR,,,median,IQR,33,18.8,55.8,,28.5,14.5,51,,,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_171,"Rubio-Terres C, Garau J, Grau S, Martinez-Martinez L, Cast of Resistance Study g. Cost of bacteraemia caused by methicillin-resistant vs. methicillin-susceptible Staphylococcus aureus in Spain: a retrospective cohort study. Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases. Jun 2010;16(6):722-728.",Staphylococcus aureus,sau,methicillin,BSI,Rubio-Terres,2009,01/05-12/05,Multicentre retrospective,Spain,121,245,1,AMR,,,mean,95ci,24.88,19.9,29.9,,22.66,18.8,26.5,,,,,,,,,0,0,FALSE,FALSE,FALSE
zhen_41,"Rubio-Terres C, Garau J, Grau S, Martinez-Martinez L. Cost of bacteraemia
caused by methicillin-resistant vs. methicillin-susceptible Staphylococcus aureus
in Spain: a retrospective cohort study. Clin Microbiol Infect. 2010;16:722–8.",Staphylococcus aureus,sau,methicillin,BSI,Rubio-Terres,2009,01/05-12/05,Multicentre retrospective,Spain,121,245,0,AMR,2006,EUR,excess_median,range,1205.34,293,2847.14,,,,,,,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_194,"Salgado CD, Dash S, Cantey JR, Marculescu CE. Higher risk of failure of methicillin-resistant Staphylococcus aureus prosthetic joint infections. Clin Orthop Relat Res. Aug 2007;461:48-53",Staphylococcus aureus,sau,methicillin,J,Salgado,2007,01/95-12/04,Retrospective cohort study,USA,31,12,1,AMR,,,median,range,15,5,33,,10,4,40,,0.01,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_247,"Self WH, Wunderink RG, Williams DJ, et al. Staphylococcus aureus Community-acquired Pneumonia: Prevalence, Clinical Characteristics, and Outcomes. Clinical Infectious Diseases. 2016;63(3):300-309.",Staphylococcus aureus,sau,methicillin,RTI,Self,2016,"2,5 years",Prospective study,Australia,15,22,1,AMR,,,median,IQR,9,8,13,,6,4,10,,,,,,,,all patients had CA-pneumonia,0,0,FALSE,FALSE,FALSE
cassini_23,"Sheng WH, Liao CH, Lauderdale TL, et al. A multicenter study of risk factors and outcome of hospitalized patients with infections due to carbapenem-resistant Acinetobacter baumannii. International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases. Sep 2010;14(9):e764-769.",Acinetobacter baumannii,aba,carbapenems,COL,Sheng,2010,05/04-11/06,Multicentre retrospective,Taiwan,30,30,1,AMR,,,median,range,41,5,282,,29,2,227,,0.03,,,,,,"colonised, has source by counts",0,0,FALSE,FALSE,FALSE
cassini_23,"Sheng WH, Liao CH, Lauderdale TL, et al. A multicenter study of risk factors and outcome of hospitalized patients with infections due to carbapenem-resistant Acinetobacter baumannii. International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases. Sep 2010;14(9):e764-769.",Acinetobacter baumannii,aba,carbapenems,INF,Sheng,2010,05/04-11/06,Multicentre retrospective,Taiwan,91,97,1,AMR,,,median,range,37,1,218,,23,1,151,,0.009,,,,,,"infected, has source by counts",0,0,FALSE,FALSE,FALSE
cassini_23,"Sheng WH, Liao CH, Lauderdale TL, et al. A multicenter study of risk factors and outcome of hospitalized patients with infections due to carbapenem-resistant Acinetobacter baumannii. International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases. Sep 2010;14(9):e764-769.",Acinetobacter baumannii,aba,carbapenems,BSI,Sheng,2010,05/04-11/06,Multicentre retrospective,Taiwan,63,60,1,AMR,,,median,range,36,1,218,,19,1,151,,0.005,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_110,"Shilo S, Assous MV, Lachish T, et al. Risk factors for bacteriuria with carbapenem-resistant Klebsiella pneumoniae and its impact on mortality: A case-control study. Infection. 2013;41(2):503-509.",Klebsiella pneumoniae,kpn,carbapenems,UTI,Shilo,2013,01/06-04/09,Case-control study,Israel,135,127,1,AMR,,,mean,sd,28,,,33,22,,,28,,,,,,,,0,0,FALSE,FALSE,FALSE
zhen_28,"Shorr AF, Haque N, Taneja C, Zervos M, Lamerato L, Kothari S, et al. Clinical
and economic outcomes for patients with health care-associated
Staphylococcus aureus pneumonia. J Clin Microbiol. 2010;48:3258–62.",Staphylococcus aureus,sau,methicillin,RTI,Shorr,2010,01/2005-05/2008,Cohort,USA,87,55,0,AMR,2008,USD,mean,sd,98170,,,94707,104121,,,91314,0.712,,,,,,healthcare associated,1,105,FALSE,FALSE,TRUE
zhen_28,"Shorr AF, Haque N, Taneja C, Zervos M, Lamerato L, Kothari S, et al. Clinical
and economic outcomes for patients with health care-associated
Staphylococcus aureus pneumonia. J Clin Microbiol. 2010;48:3258–62.",Staphylococcus aureus,sau,methicillin,RTI,Shorr,2010,01/2005-05/2008,Cohort,USA,87,55,1,AMR,,,mead,sd,14,,,11.2,14,,,9.1,,,,,,,healthcare associated,1,105,FALSE,FALSE,FALSE
zhen_30,"Shorr AF, Tabak YP, Gupta V, Johannes RS, Liu LZ, Kollef MH. Morbidity and
cost burden of methicillin-resistant Staphylococcus aureus in early onset
ventilator-associated pneumonia. Crit care (London, England). 2006;10:R97.",Staphylococcus aureus,sau,methicillin,RTI,Shorr,2006,01/2002-12/2003,Cohort,USA,59,95,0,AMR,2003,USD,median,IQR,40734,18347,71064,,36523,15539,72080,,0.3,,,,,,,1,21,FALSE,FALSE,FALSE
zhen_30,"Shorr AF, Tabak YP, Gupta V, Johannes RS, Liu LZ, Kollef MH. Morbidity and
cost burden of methicillin-resistant Staphylococcus aureus in early onset
ventilator-associated pneumonia. Crit care (London, England). 2006;10:R97.",Staphylococcus aureus,sau,methicillin,RTI,Shorr,2006,01/2002-12/2003,Cohort,USA,59,95,1,AMR,,,median,IQR,20,11,32,,15,11,23,,0.04,,,,,,,1,21,FALSE,FALSE,FALSE
zhen_45,"Song X, Perencevich E, Campos J, Short BL, Singh N. Clinical and economic
impact of methicillin-resistant Staphylococcus aureus colonization or
infection on neonates in intensive care units. Infect Control Hosp Epidemiol.
2010;31:177–82.",Staphylococcus aureus,sau,methicillin,INF,Song,2010,09/2004-03/2008.,Cohort,USA,63,2089,0,DRI,2008,USD,excess,95ci,164301,158712,169889,,,,,,,,,,,,"Neonates in ICU, infection, p<0.001, cost year not explicitly specified ",1,100,FALSE,FALSE,FALSE
zhen_45,"Song X, Perencevich E, Campos J, Short BL, Singh N. Clinical and economic
impact of methicillin-resistant Staphylococcus aureus colonization or
infection on neonates in intensive care units. Infect Control Hosp Epidemiol.
2010;31:177–82.",Staphylococcus aureus,sau,methicillin,INF,Song,2010,09/2004-03/2008.,Cohort,USA,63,2089,1,DRI,,,excess,95ci,40,34.2,45.6,,,,,,,,,,,,"Neonates in ICU, infection, p<0.001",1,100,FALSE,FALSE,FALSE
zhen_45,"Song X, Perencevich E, Campos J, Short BL, Singh N. Clinical and economic
impact of methicillin-resistant Staphylococcus aureus colonization or
infection on neonates in intensive care units. Infect Control Hosp Epidemiol.
2010;31:177–82.",Staphylococcus aureus,sau,methicillin,COL,Song,2010,09/2004-03/2008.,Cohort,USA,128,2089,0,DRI,2008,USD,excess,95ci,51665,48248,55081,,,,,,,,,,,,"Neonates in ICU, infection, p<0.001, cost year not explicitly specified ",1,101,FALSE,FALSE,FALSE
