"","syndrome","gram.stain","class","bacteria","bacteria.code","Country (ISO3 Code)","AMR_or_DRI","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both","adj.factor","Scenario 2 Mean Cost"
"116","B-J","gp","penicillins","Streptococcus pneumoniae","spn","COL","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,742,-830,2846,NA,NA,NA,NA,NA,742,-830,2846,2.69094837960021,2738.68369766336
"117","B-J","gp","penicillins","Streptococcus pneumoniae","spn","LBY","AMR","EMRO E","Middle East & North Africa","EMRO","Upper middle income","income",1,1127,-1280,4502,NA,NA,NA,NA,NA,1127,-1280,4502,2.69094837960021,4159.69882380944
"118","B-J","gp","penicillins","Streptococcus pneumoniae","spn","SAU","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",1,77,-1101,1191,NA,NA,NA,NA,NA,77,-1101,1191,1.87079156449068,221.050950465782
"119","B-J","gp","penicillins","Streptococcus pneumoniae","spn","CYP","AMR","EMRO E","Europe & Central Asia","EURO","High income","income",1,220,-2797,3657,NA,NA,NA,NA,NA,220,-2797,3657,1.87079156449068,631.57414418795
"120","B-J","gp","penicillins","Streptococcus pneumoniae","spn","KGZ","AMR","EURO B","Europe & Central Asia","EURO","Lower middle income","income",1,44,16,97,NA,NA,NA,NA,NA,44,16,97,2.68623198395786,162.194207294146
"121","B-J","gp","penicillins","Streptococcus pneumoniae","spn","FSM","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,263,89,621,NA,NA,NA,NA,NA,263,89,621,2.68623198395786,969.479011780917
"122","B-J","gp","penicillins","Streptococcus pneumoniae","spn","SYC","AMR","AFRO D","Sub-Saharan Africa","AFRO","High income","income",1,157,-1597,2155,NA,NA,NA,NA,NA,157,-1597,2155,1.87079156449068,450.714275625037
"123","B-J","gp","penicillins","Streptococcus pneumoniae","spn","THA","AMR","SEARO B","East Asia & Pacific","SEARO","Upper middle income","income",1,655,-759,2426,NA,NA,NA,NA,NA,655,-759,2426,2.69094837960021,2417.57118863814
"124","B-J","gp","penicillins","Streptococcus pneumoniae","spn","PRY","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,371,-481,1463,NA,NA,NA,NA,NA,371,-481,1463,2.69094837960021,1369.34184883168
"125","B-J","gp","penicillins","Streptococcus pneumoniae","spn","CIV","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","income",1,71,24,172,NA,NA,NA,NA,NA,71,24,172,2.68623198395786,261.722470861008
"126","B-J","gp","penicillins","Streptococcus pneumoniae","spn","NIU","AMR","WPRO B",NA,"WPRO",NA,"global",3,1845,274,4619,NA,NA,NA,NA,NA,1845,274,4619,NA,NA
"127","B-J","gp","penicillins","Streptococcus pneumoniae","spn","ATG","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,2502,-3328,10295,NA,NA,NA,NA,NA,2502,-3328,10295,1.87079156449068,7182.72049435568
"128","B-J","gp","penicillins","Streptococcus pneumoniae","spn","EST","AMR","EURO C","Europe & Central Asia","EURO","High income","income",1,131,-1467,1802,NA,NA,NA,NA,NA,131,-1467,1802,1.87079156449068,376.073694948279
"129","B-J","gp","penicillins","Streptococcus pneumoniae","spn","TUV","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","income",1,403,-470,1537,NA,NA,NA,NA,NA,403,-470,1537,2.69094837960021,1487.45219697888
"130","B-J","gp","penicillins","Streptococcus pneumoniae","spn","URY","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,1910,-2269,8338,NA,NA,NA,NA,NA,1910,-2269,8338,1.87079156449068,5483.2118881772
"131","B-J","gp","penicillins","Streptococcus pneumoniae","spn","FRA","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,375,-3767,4842,NA,NA,NA,NA,NA,375,-3767,4842,1.87079156449068,1076.54683668401
"132","B-J","gp","penicillins","Streptococcus pneumoniae","spn","MAR","AMR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","income",1,132,48,320,NA,NA,NA,NA,NA,132,48,320,2.68623198395786,486.582621882437
"133","B-J","gp","penicillins","Streptococcus pneumoniae","spn","TGO","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,16,3,43,NA,NA,NA,NA,NA,16,3,43,2.68623198395786,58.9797117433258
"134","B-J","gp","penicillins","Streptococcus pneumoniae","spn","PNG","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,117,37,264,NA,NA,NA,NA,NA,117,37,264,2.68623198395786,431.28914212307
"135","B-J","gp","penicillins","Streptococcus pneumoniae","spn","LCA","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,1589,-2083,5800,NA,NA,NA,NA,NA,1589,-2083,5800,2.69094837960021,5864.91697518473
"136","B-J","gp","penicillins","Streptococcus pneumoniae","spn","LBN","AMR","EMRO E","Middle East & North Africa","EMRO","Upper middle income","income",1,1535,-2307,6291,NA,NA,NA,NA,NA,1535,-2307,6291,2.69094837960021,5665.60576268632
"137","B-J","gp","penicillins","Streptococcus pneumoniae","spn","MNG","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,91,31,214,NA,NA,NA,NA,NA,91,31,214,2.68623198395786,335.447110540165
"138","B-J","gp","penicillins","Streptococcus pneumoniae","spn","STP","AMR","AFRO D",NA,"AFRO",NA,"global",3,46,6,116,NA,NA,NA,NA,NA,46,6,116,NA,NA
"139","B-J","gp","penicillins","Streptococcus pneumoniae","spn","LKA","AMR","SEARO B","South Asia","SEARO","Upper middle income","income",1,231,-285,850,NA,NA,NA,NA,NA,231,-285,850,2.69094837960021,852.609075687649
"140","B-J","gp","penicillins","Streptococcus pneumoniae","spn","MWI","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,12,2,29,NA,NA,NA,NA,NA,12,2,29,2.68623198395786,44.2347838074943
"141","B-J","gp","penicillins","Streptococcus pneumoniae","spn","FJI","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","income",1,393,-419,1616,NA,NA,NA,NA,NA,393,-419,1616,2.69094837960021,1450.54271318288
"142","B-J","gp","penicillins","Streptococcus pneumoniae","spn","VCT","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,1223,-1625,4727,NA,NA,NA,NA,NA,1223,-1625,4727,2.69094837960021,4514.02986825106
"143","B-J","gp","penicillins","Streptococcus pneumoniae","spn","PLW","AMR","WPRO B","East Asia & Pacific","WPRO","High income","income",1,89,-2077,2255,NA,NA,NA,NA,NA,89,-2077,2255,1.87079156449068,255.500449239671
"144","B-J","gp","penicillins","Streptococcus pneumoniae","spn","QAT","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",1,579,-5037,6450,NA,NA,NA,NA,NA,579,-5037,6450,1.87079156449068,1662.1883158401
"145","B-J","gp","penicillins","Streptococcus pneumoniae","spn","WSM","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","income",1,436,-523,1823,NA,NA,NA,NA,NA,436,-523,1823,2.69094837960021,1609.25349350569
"146","B-J","gp","penicillins","Streptococcus pneumoniae","spn","NOR","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,597,-8890,9878,NA,NA,NA,NA,NA,597,-8890,9878,1.87079156449068,1713.86256400094
"147","B-J","gp","penicillins","Streptococcus pneumoniae","spn","SRB","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","income",1,2177,-2323,8735,NA,NA,NA,NA,NA,2177,-2323,8735,2.69094837960021,8035.19462238966
"148","B-J","gp","penicillins","Streptococcus pneumoniae","spn","KNA","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,2541,-3439,10454,NA,NA,NA,NA,NA,2541,-3439,10454,1.87079156449068,7294.68136537082
"149","B-J","gp","penicillins","Streptococcus pneumoniae","spn","SDN","AMR","EMRO D","Sub-Saharan Africa","EMRO","Lower middle income","income",1,180,61,432,NA,NA,NA,NA,NA,180,61,432,2.68623198395786,663.521757112415
"150","B-J","gp","penicillins","Streptococcus pneumoniae","spn","MUS","AMR","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","income",1,1324,-1548,5150,NA,NA,NA,NA,NA,1324,-1548,5150,2.69094837960021,4886.81565459068
"151","B-J","gp","penicillins","Streptococcus pneumoniae","spn","KHM","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,52,17,119,NA,NA,NA,NA,NA,52,17,119,2.68623198395786,191.684063165809
"152","B-J","gp","penicillins","Streptococcus pneumoniae","spn","GHA","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","income",1,46,15,106,NA,NA,NA,NA,NA,46,15,106,2.68623198395786,169.566671262062
"153","B-J","gp","penicillins","Streptococcus pneumoniae","spn","CHE","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,600,-9182,10660,NA,NA,NA,NA,NA,600,-9182,10660,1.87079156449068,1722.47493869441
"154","B-J","gp","penicillins","Streptococcus pneumoniae","spn","KWT","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",1,134,-1991,2678,NA,NA,NA,NA,NA,134,-1991,2678,1.87079156449068,384.686069641751
"155","B-J","gp","penicillins","Streptococcus pneumoniae","spn","MMR","AMR","SEARO D","East Asia & Pacific","SEARO","Lower middle income","whoc",1,16,5,37,NA,NA,NA,NA,NA,16,5,37,2.68623198395786,58.9797117433258
"156","B-J","gp","penicillins","Streptococcus pneumoniae","spn","CMR","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","income",1,59,18,142,NA,NA,NA,NA,NA,59,18,142,2.68623198395786,217.487687053514
"157","B-J","gp","penicillins","Streptococcus pneumoniae","spn","LSO","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","income",1,43,14,99,NA,NA,NA,NA,NA,43,14,99,2.68623198395786,158.507975310188
"158","B-J","gp","penicillins","Streptococcus pneumoniae","spn","AUS","AMR","WPRO A","East Asia & Pacific","WPRO","High income","income",1,515,-6137,7816,NA,NA,NA,NA,NA,515,-6137,7816,1.87079156449068,1478.4576557127
"159","B-J","gp","penicillins","Streptococcus pneumoniae","spn","MRT","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","income",1,47,17,101,NA,NA,NA,NA,NA,47,17,101,2.68623198395786,173.252903246019
"160","B-J","gp","penicillins","Streptococcus pneumoniae","spn","SVK","AMR","EURO B","Europe & Central Asia","EURO","High income","income",1,146,-1321,1617,NA,NA,NA,NA,NA,146,-1321,1617,1.87079156449068,419.135568415639
"161","B-J","gp","penicillins","Streptococcus pneumoniae","spn","SUR","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,670,-846,2693,NA,NA,NA,NA,NA,670,-846,2693,2.69094837960021,2472.93541433214
"162","B-J","gp","penicillins","Streptococcus pneumoniae","spn","CAN","AMR","AMRO A","North America","PAHO","High income","whoc",1,343,-4726,5376,NA,NA,NA,NA,NA,343,-4726,5376,1.87079156449068,984.681506620303
"163","B-J","gp","penicillins","Streptococcus pneumoniae","spn","NAM","AMR","AFRO E","Sub-Saharan Africa","AFRO","Upper middle income","income",1,582,-666,2593,NA,NA,NA,NA,NA,582,-666,2593,2.69094837960021,2148.13195692732
"164","B-J","gp","penicillins","Streptococcus pneumoniae","spn","POL","AMR","EURO B","Europe & Central Asia","EURO","High income","income",1,106,-1092,1251,NA,NA,NA,NA,NA,106,-1092,1251,1.87079156449068,304.303905836012
"165","B-J","gp","penicillins","Streptococcus pneumoniae","spn","GEO","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","income",1,317,-344,1212,NA,NA,NA,NA,NA,317,-344,1212,2.69094837960021,1170.03063633327
"166","B-J","gp","penicillins","Streptococcus pneumoniae","spn","KOR","AMR","WPRO B","East Asia & Pacific","WPRO","High income","income",1,186,-2683,3095,NA,NA,NA,NA,NA,186,-2683,3095,1.87079156449068,533.967230995267
"167","B-J","gp","penicillins","Streptococcus pneumoniae","spn","LBR","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,2.68623198395786,0
"168","B-J","gp","penicillins","Streptococcus pneumoniae","spn","MOZ","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,13,1,37,NA,NA,NA,NA,NA,13,1,37,2.68623198395786,47.9210157914522
"169","B-J","gp","penicillins","Streptococcus pneumoniae","spn","NPL","AMR","SEARO D","South Asia","SEARO","Low income","whoc",1,28,9,66,NA,NA,NA,NA,NA,28,9,66,2.68623198395786,103.21449555082
"170","B-J","gp","penicillins","Streptococcus pneumoniae","spn","GBR","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,279,-4203,5215,NA,NA,NA,NA,NA,279,-4203,5215,1.87079156449068,800.9508464929
"171","B-J","gp","penicillins","Streptococcus pneumoniae","spn","CAF","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,19,3,48,NA,NA,NA,NA,NA,19,3,48,2.68623198395786,70.0384076951993
"172","B-J","gp","penicillins","Streptococcus pneumoniae","spn","MYS","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","income",1,1078,-1352,4352,NA,NA,NA,NA,NA,1078,-1352,4352,2.69094837960021,3978.84235320903
"173","B-J","gp","penicillins","Streptococcus pneumoniae","spn","PAK","AMR","EMRO D","South Asia","EMRO","Lower middle income","income",1,39,13,88,NA,NA,NA,NA,NA,39,13,88,2.68623198395786,143.763047374357
"174","B-J","gp","penicillins","Streptococcus pneumoniae","spn","KIR","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,109,36,269,NA,NA,NA,NA,NA,109,36,269,2.68623198395786,401.799286251407
"175","B-J","gp","penicillins","Streptococcus pneumoniae","spn","GIN","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,18,3,45,NA,NA,NA,NA,NA,18,3,45,2.68623198395786,66.3521757112415
"176","B-J","gp","penicillins","Streptococcus pneumoniae","spn","AUT","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,304,-5359,5940,NA,NA,NA,NA,NA,304,-5359,5940,1.87079156449068,872.720635605167
"177","B-J","gp","penicillins","Streptococcus pneumoniae","spn","LAO","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,62,20,139,NA,NA,NA,NA,NA,62,20,139,2.68623198395786,228.546383005387
"178","B-J","gp","penicillins","Streptococcus pneumoniae","spn","GMB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,29,5,73,NA,NA,NA,NA,NA,29,5,73,2.68623198395786,106.900727534778
"179","B-J","gp","penicillins","Streptococcus pneumoniae","spn","NZL","AMR","WPRO A","East Asia & Pacific","WPRO","High income","income",1,286,-4091,4487,NA,NA,NA,NA,NA,286,-4091,4487,1.87079156449068,821.046387444335
"180","B-J","gp","penicillins","Streptococcus pneumoniae","spn","SEN","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","income",1,48,15,115,NA,NA,NA,NA,NA,48,15,115,2.68623198395786,176.939135229977
"181","B-J","gp","penicillins","Streptococcus pneumoniae","spn","PER","AMR","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","income",1,851,-923,3306,NA,NA,NA,NA,NA,851,-923,3306,2.69094837960021,3140.99707103978
"182","B-J","gp","penicillins","Streptococcus pneumoniae","spn","OMN","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",1,85,-897,1072,NA,NA,NA,NA,NA,85,-897,1072,1.87079156449068,244.017282981708
"183","B-J","gp","penicillins","Streptococcus pneumoniae","spn","AZE","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","income",1,520,-546,2018,NA,NA,NA,NA,NA,520,-546,2018,2.69094837960021,1919.29315739211
"184","B-J","gp","penicillins","Streptococcus pneumoniae","spn","NLD","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,353,-5355,6030,NA,NA,NA,NA,NA,353,-5355,6030,1.87079156449068,1013.38942226521
"185","B-J","gp","penicillins","Streptococcus pneumoniae","spn","BDI","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",3,9,1,23,NA,NA,NA,NA,NA,9,1,23,2.68623198395786,33.1760878556207
"186","B-J","gp","penicillins","Streptococcus pneumoniae","spn","NER","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,10,2,24,NA,NA,NA,NA,NA,10,2,24,2.68623198395786,36.8623198395786
"187","B-J","gp","penicillins","Streptococcus pneumoniae","spn","NRU","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","income",1,272,-263,1077,NA,NA,NA,NA,NA,272,-263,1077,2.69094837960021,1003.93795925126
"188","B-J","gp","penicillins","Streptococcus pneumoniae","spn","SGP","AMR","WPRO A","East Asia & Pacific","WPRO","High income","income",1,287,-4611,5495,NA,NA,NA,NA,NA,287,-4611,5495,1.87079156449068,823.917179008825
"189","B-J","gp","penicillins","Streptococcus pneumoniae","spn","PAN","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,1692,-1961,6868,NA,NA,NA,NA,NA,1692,-1961,6868,1.87079156449068,4857.37932711823
"190","B-J","gp","penicillins","Staphylococcus aureus","sau","DNK","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,444,-5991,6769,NA,NA,NA,NA,NA,444,-5991,6769,1.87079156449068,1274.63145463386
"191","B-J","gp","penicillins","Staphylococcus aureus","sau","AFG","AMR","EMRO D","South Asia","EMRO","Low income","wbregion",1,7,2,16,NA,NA,NA,NA,NA,7,2,16,2.68623198395786,25.803623887705
"192","B-J","gp","penicillins","Staphylococcus aureus","sau","BIH","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","income",1,642,-640,2555,NA,NA,NA,NA,NA,642,-640,2555,2.69094837960021,2369.58885970333
"193","B-J","gp","penicillins","Staphylococcus aureus","sau","GTM","AMR","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","income",1,402,-508,1694,NA,NA,NA,NA,NA,402,-508,1694,2.69094837960021,1483.76124859928
"194","B-J","gp","penicillins","Staphylococcus aureus","sau","CZE","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,124,-1775,1969,NA,NA,NA,NA,NA,124,-1775,1969,1.87079156449068,355.978153996844
"195","B-J","gp","penicillins","Staphylococcus aureus","sau","YEM","AMR","EMRO D","Middle East & North Africa","EMRO","Low income","global",3,135,23,334,NA,NA,NA,NA,NA,135,23,334,2.68623198395786,497.641317834311
"196","B-J","gp","penicillins","Staphylococcus aureus","sau","ZAF","AMR","AFRO E","Sub-Saharan Africa","AFRO","Upper middle income","income",1,837,-1050,3553,NA,NA,NA,NA,NA,837,-1050,3553,2.69094837960021,3089.32379372538
"197","B-J","gp","penicillins","Staphylococcus aureus","sau","BLR","AMR","EURO C","Europe & Central Asia","EURO","Upper middle income","income",1,967,-1048,4065,NA,NA,NA,NA,NA,967,-1048,4065,2.69094837960021,3569.1470830734
"198","B-J","gp","penicillins","Staphylococcus aureus","sau","ISR","AMR","EURO A","Middle East & North Africa","EURO","High income","income",1,233,-4219,4204,NA,NA,NA,NA,NA,233,-4219,4204,1.87079156449068,668.894434526328
"199","B-J","gp","penicillins","Staphylococcus aureus","sau","BEN","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,27,4,69,NA,NA,NA,NA,NA,27,4,69,2.68623198395786,99.5282635668622
"200","B-J","gp","penicillins","Staphylococcus aureus","sau","BEL","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,394,-4788,5811,NA,NA,NA,NA,NA,394,-4788,5811,1.87079156449068,1131.09187640933
"201","B-J","gp","penicillins","Staphylococcus aureus","sau","ALB","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","income",1,622,-767,2399,NA,NA,NA,NA,NA,622,-767,2399,2.69094837960021,2295.76989211133
"202","B-J","gp","penicillins","Staphylococcus aureus","sau","DZA","AMR","AFRO D","Middle East & North Africa","AFRO","Upper middle income","income",1,1469,-1683,6026,NA,NA,NA,NA,NA,1469,-1683,6026,2.69094837960021,5422.00316963271
"203","B-J","gp","penicillins","Staphylococcus aureus","sau","ITA","AMR","EURO A","Europe & Central Asia","EURO","High income","income",1,242,-3555,3991,NA,NA,NA,NA,NA,242,-3555,3991,1.87079156449068,694.731558606745
"204","B-J","gp","penicillins","Staphylococcus aureus","sau","GNB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",3,22,3,59,NA,NA,NA,NA,NA,22,3,59,2.68623198395786,81.0971036470729
