"","Country (ISO3 Code)","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Gram stain","Antibiotic Class","Syndrome","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both"
"164","AUT","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","whoc",13,3161,838,7515,"whoc",4,1415,-6499,9068,2288,-5302,8632
"165","AUT","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","whoc",5,5217,1069,13861,NA,NA,NA,NA,NA,5217,1069,13861
"166","AUT","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","whoc",2,10909,640,28636,"whoc",1,37954,-33971,110554,24432,-20870,96177
"167","AUT","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","whoc",6,1535,-5786,10110,"whoc",1,1717,-1505,5000,1626,-4036,7892
"168","AUT","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,11403,3220,28698,"income",2,25708,-18676,66710,18555,-10901,61387
"169","AUT","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,4336,-1695,13821,"income",6,18767,281,36882,11552,-1335,33823
"170","AUT","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","whoc",1,7754,-1513,21803,"whoc",1,30373,-33357,94328,19064,-22144,86687
"171","AUT","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","whoc",2,7951,2775,17169,"whoc",2,9942,-4897,24597,8946,-2163,22268
"172","AUT","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-681,-3711,1474,NA,NA,NA,NA,NA,-681,-3711,1474
"173","AUT","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","whoc",2,4506,-1898,14891,"global",1,6131,-6055,18457,5319,-4351,17508
"174","AUT","EURO A","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,47879,3627,125190,"income",1,46950,-41517,139740,47415,-31087,137529
"175","AUT","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","whoc",3,9082,2821,21437,"whoc",1,34143,-37037,99024,21612,-23754,89237
"176","AUT","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,5523,1660,13472,"income",2,36366,-14467,84870,20945,-6449,78299
"177","AUT","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,6723,1873,16286,"income",1,556,-517,1661,4667,-222,14684
"178","AUT","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","whoc",1,2964,1037,6539,"whoc",1,1309,-1302,3799,2137,-913,5726
"179","AUT","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","whoc",1,4341,-839,12489,NA,NA,NA,NA,NA,4341,-839,12489
"180","AUT","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,1875,-34995,45387,NA,NA,NA,NA,NA,1875,-34995,45387
"181","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","B-J","income",1,520,-546,2018,NA,NA,NA,NA,NA,520,-546,2018
"182","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","3g cephalosporins","BSI","income",13,202,58,503,"income",3,316,-137,784,259,-64,712
"183","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","carbapenems","BSI","income",3,-113,-784,427,NA,NA,NA,NA,NA,-113,-784,427
"184","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","glycopeptides","BSI","wbregion",2,612,43,1545,"wbregion",1,36260,-36146,106033,18436,-22917,94365
"185","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","BSI","income",6,245,2,686,"income",2,128,-109,360,187,-78,567
"186","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","3g cephalosporins","COL/INF","income",6,376,141,812,"income",3,1225,-268,2689,800,-44,2442
"187","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","carbapenems","COL/INF","whoc",3,220,52,522,"income",4,2964,-99,6156,1592,48,5720
"188","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","glycopeptides","COL/INF","wbregion",1,438,-55,1229,"wbregion",1,30749,-28480,89328,15594,-18513,80698
"189","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","COL/INF","income",1,40,14,85,"wbregion",2,10261,-3479,23676,5150,-1661,22073
"190","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","3g cephalosporins","RTI","income",7,17,-186,236,NA,NA,NA,NA,NA,17,-186,236
"191","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","carbapenems","RTI","income",1,1721,-1371,5843,"income",1,6247,-6147,18577,3984,-4323,16405
"192","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","tb","mdr","RTI","wbregion",2,8395,-3203,26405,"wbregion",1,48840,-40897,141865,28617,-25724,128761
"193","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","RTI","income",3,57,3,148,"wbregion",1,34817,-32299,102048,17437,-23623,91118
"194","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","SSI","global",2,300,97,711,"global",2,36370,-11573,89279,18335,-3882,78288
"195","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","penicillins","SSTI","income",2,473,97,1208,"income",1,5635,-5573,16417,2194,-2580,13892
"196","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","3g cephalosporins","UTI","wbregion",1,162,64,346,"wbregion",1,1328,-1275,3919,745,-891,3561
"197","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gn","carbapenems","UTI","global",2,377,28,998,NA,NA,NA,NA,NA,377,28,998
"198","AZE","EURO B","Europe & Central Asia","EURO","Upper middle income","gp","glycopeptides","UTI","global",1,99,-2140,2380,NA,NA,NA,NA,NA,99,-2140,2380
"199","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","B-J","global",3,8,0,24,NA,NA,NA,NA,NA,8,0,24
"200","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","BSI","global",29,9,3,19,"global",9,330,-147,806,169,-65,705
"201","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","BSI","global",13,10,2,26,NA,NA,NA,NA,NA,10,2,26
"202","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","BSI","global",14,14,5,32,"global",5,2900,-674,6406,1457,3,5805
"203","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","BSI","whoc",1,33,12,72,"global",12,211,-104,512,122,-62,469
"204","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","COL/INF","wbregion",1,7,3,15,"wbregion",1,110,-108,331,58,-75,296
"205","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","COL/INF","global",21,12,4,28,"global",10,3397,102,6340,1704,4,6076
"206","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","COL/INF","global",7,9,0,25,"global",4,21862,-1421,45160,10936,-1,41342
"207","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","COL/INF","global",14,6,1,16,"global",7,2983,-3979,10042,1494,-3055,9078
"208","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","RTI","global",7,1,-8,10,NA,NA,NA,NA,NA,1,-8,10
"209","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","RTI","global",4,4,-12,25,"global",1,5998,-6188,17365,3001,-4033,16155
"210","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","tb","mdr","RTI","global",3,264,-103,898,"global",1,49206,-41501,143415,24735,-27444,124204
"211","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","RTI","global",13,4,1,10,"global",5,-713,-4991,3686,-355,-4440,2927
"212","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSI","global",2,13,5,31,"global",2,36467,-10807,87789,18240,-4374,79157
"213","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSTI","global",2,21,4,57,"global",2,631,-500,1714,326,-311,1537
"214","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","UTI","global",4,6,2,14,"global",2,1666,-716,4075,836,-345,3632
"215","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","UTI","global",2,17,2,50,NA,NA,NA,NA,NA,17,2,50
"216","BDI","AFRO E","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","UTI","global",1,5,-103,111,NA,NA,NA,NA,NA,5,-103,111
"217","BEL","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,394,-4788,5811,NA,NA,NA,NA,NA,394,-4788,5811
"218","BEL","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","whoc",13,2999,778,7392,"whoc",4,1512,-6467,9439,2256,-4947,8691
"219","BEL","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","whoc",5,5055,994,13297,NA,NA,NA,NA,NA,5055,994,13297
"220","BEL","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","whoc",2,10476,905,29224,"whoc",1,37374,-37589,108110,23925,-22933,97947
"221","BEL","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","whoc",6,1620,-5381,9970,"whoc",1,1824,-1500,5202,1722,-3729,7875
"222","BEL","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,10849,3618,26081,"income",2,26043,-16579,69238,18446,-9389,64062
"223","BEL","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,4037,-1331,12213,"income",6,18977,472,38345,11507,-990,34642
"224","BEL","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","whoc",1,7552,-826,23649,"whoc",1,32547,-26737,93130,20050,-18812,83473
"225","BEL","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","whoc",2,7526,2971,16831,"whoc",2,10004,-3774,24074,8765,-1454,21748
"226","BEL","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-664,-3252,1461,NA,NA,NA,NA,NA,-664,-3252,1461
"227","BEL","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","whoc",2,4415,-1434,14689,"global",1,6197,-5692,18390,5306,-4378,17406
"228","BEL","EURO A","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,45816,3553,124215,"income",1,48289,-46542,131673,47052,-24988,129410
"229","BEL","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","whoc",3,8533,2646,19873,"whoc",1,33545,-35837,97405,21039,-20100,87493
"230","BEL","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,5322,1842,13286,"income",2,37710,-12396,88207,21516,-4416,79540
"231","BEL","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,6391,1728,15140,"income",1,573,-545,1665,4451,-206,13957
"232","BEL","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","whoc",1,2797,1076,6124,"whoc",1,1293,-1209,3919,2045,-881,5340
"233","BEL","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","whoc",1,4156,-709,12902,NA,NA,NA,NA,NA,4156,-709,12902
"234","BEL","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,-284,-38244,35846,NA,NA,NA,NA,NA,-284,-38244,35846
"235","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","B-J","global",3,26,-1,70,NA,NA,NA,NA,NA,26,-1,70
"236","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","BSI","global",29,28,10,63,"global",9,310,-166,768,169,-92,690
"237","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","BSI","global",13,34,10,83,NA,NA,NA,NA,NA,34,10,83
"238","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","BSI","global",14,46,16,109,"global",5,2950,-564,6420,1498,-69,5983
"239","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","BSI","wbregion",1,107,43,230,"global",12,214,-58,521,161,-22,479
"240","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","COL/INF","whoc",1,23,9,49,"whoc",1,114,-106,343,68,-73,309
"241","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","COL/INF","global",21,38,13,87,"global",10,3383,106,6441,1710,14,5966
"242","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","COL/INF","global",7,29,1,78,"global",4,21862,-1876,44157,10945,-1,41458
"243","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","COL/INF","global",14,19,2,52,"global",7,3184,-3689,10391,1601,-2718,9304
"244","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","RTI","global",7,2,-28,32,NA,NA,NA,NA,NA,2,-28,32
"245","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","RTI","global",4,11,-42,74,"global",1,6113,-5934,17878,3062,-3868,15962
"246","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","tb","mdr","RTI","global",3,849,-372,2608,"global",1,48283,-46724,141327,24566,-32246,125418
"247","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","RTI","global",13,12,1,31,"global",5,-885,-5521,3528,-436,-4748,2748
"248","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSI","global",2,43,14,101,"global",2,36251,-13208,84392,18147,-6866,77330
"249","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSTI","global",2,66,12,164,"global",2,623,-492,1703,345,-320,1538
"250","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","UTI","global",4,20,7,48,"global",2,1586,-880,3892,803,-442,3645
"251","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","UTI","global",2,55,3,149,NA,NA,NA,NA,NA,55,3,149
"252","BEN","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","UTI","global",1,16,-299,343,NA,NA,NA,NA,NA,16,-299,343
"253","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","B-J","global",3,20,0,56,NA,NA,NA,NA,NA,20,0,56
"254","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","BSI","global",29,22,8,47,"global",9,316,-149,766,169,-78,713
"255","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","BSI","global",13,26,7,60,NA,NA,NA,NA,NA,26,7,60
"256","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","BSI","global",14,36,12,76,"global",5,2874,-805,6464,1455,-80,5904
"257","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","BSI","wbregion",1,84,30,169,"global",12,212,-84,512,148,-24,461
"258","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","COL/INF","whoc",1,18,6,36,"whoc",1,115,-87,326,66,-61,288
"259","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","COL/INF","global",21,30,10,66,"global",10,3402,253,6732,1716,10,6231
"260","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","COL/INF","global",7,23,1,58,"global",4,21604,-3574,45803,10813,-7,41093
"261","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","COL/INF","global",14,15,2,40,"global",7,3103,-3831,10379,1559,-2816,9051
"262","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","RTI","global",7,2,-22,25,NA,NA,NA,NA,NA,2,-22,25
"263","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","RTI","global",4,10,-34,67,"global",1,6136,-5766,17940,3073,-4439,15882
"264","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","tb","mdr","RTI","global",3,672,-275,2268,"global",1,48111,-42734,138929,24391,-31315,125481
"265","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","RTI","global",13,9,2,24,"global",5,-738,-5493,3993,-364,-4270,3086
"266","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSI","global",2,34,11,75,"global",2,37662,-14055,88378,18848,-5100,78682
"267","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSTI","global",2,53,10,128,"global",2,635,-461,1792,344,-280,1604
"268","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","UTI","global",4,16,5,35,"global",2,1567,-644,3976,791,-300,3682
"269","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","UTI","global",2,43,1,114,NA,NA,NA,NA,NA,43,1,114
"270","BFA","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","UTI","global",1,6,-252,263,NA,NA,NA,NA,NA,6,-252,263
"271","BGD","SEARO D","South Asia","SEARO","Lower middle income","gp","penicillins","B-J","whoc",1,41,14,91,NA,NA,NA,NA,NA,41,14,91
"272","BGD","SEARO D","South Asia","SEARO","Lower middle income","gn","3g cephalosporins","BSI","global",29,33,12,74,"global",9,318,-138,799,175,-72,711
"273","BGD","SEARO D","South Asia","SEARO","Lower middle income","gn","carbapenems","BSI","global",13,40,12,95,NA,NA,NA,NA,NA,40,12,95
"274","BGD","SEARO D","South Asia","SEARO","Lower middle income","gp","glycopeptides","BSI","global",14,55,20,123,"global",5,2914,-563,6127,1484,-4,5695
"275","BGD","SEARO D","South Asia","SEARO","Lower middle income","gp","penicillins","BSI","global",27,35,12,81,"global",12,222,-77,508,129,-19,462
"276","BGD","SEARO D","South Asia","SEARO","Lower middle income","gn","3g cephalosporins","COL/INF","income",1,27,11,55,"income",1,114,-100,325,71,-65,295
"277","BGD","SEARO D","South Asia","SEARO","Lower middle income","gn","carbapenems","COL/INF","global",21,44,16,97,"global",10,3441,54,6692,1743,16,6211
"278","BGD","SEARO D","South Asia","SEARO","Lower middle income","gp","glycopeptides","COL/INF","global",7,35,3,93,"global",4,21410,-310,44563,10722,2,40761
"279","BGD","SEARO D","South Asia","SEARO","Lower middle income","gp","penicillins","COL/INF","global",14,22,2,58,"global",7,3066,-4793,10527,1544,-3095,9223
"280","BGD","SEARO D","South Asia","SEARO","Lower middle income","gn","3g cephalosporins","RTI","global",7,1,-32,37,NA,NA,NA,NA,NA,1,-32,37
"281","BGD","SEARO D","South Asia","SEARO","Lower middle income","gn","carbapenems","RTI","global",4,13,-57,88,"global",1,6415,-5410,18333,3214,-3722,16499
"282","BGD","SEARO D","South Asia","SEARO","Lower middle income","tb","mdr","RTI","global",3,943,-426,2998,"global",1,47364,-48596,138018,24154,-33419,125580
"283","BGD","SEARO D","South Asia","SEARO","Lower middle income","gp","penicillins","RTI","global",13,14,2,37,"global",5,-969,-5046,3485,-477,-4440,2723
"284","BGD","SEARO D","South Asia","SEARO","Lower middle income","gp","penicillins","SSI","global",2,50,17,114,"global",2,36827,-14926,87794,18439,-7392,79564
